Comment,label
"Sau 2 năm học tại PTIT và đủ các điều kiện thì em sẽ chuyển tiếp sang Úc, học bổng e có thể nhận được mức học bổng 25-30%, nếu gpa e xuất sắc có thể deal được lên nhiều hơn. Nếu em đi làm thêm ngoài có thể đủ chi phí ăn ở, sh bên đó",POS
Mình biết bạn đã gặp ai rồi đó,NEU
"Chốt lại thì lựa chọn vẫn là của nhà mình thôi, nhưng Marketing Ptit không tầm thường chút nào nhé ^^",NEU
KLTN: https://www.slideshare.net/slideshow/hnh-nh-thng-hiu81195docx/260964352,POS
"Mình là sinh viên năm 4 sắp tốt nghiệp ngành marketing PTIT, cho đến thời điểm hiện tại mình cảm thấy ngành MKT PTIT có chất lượng đào tạo tốt, thầy cô cực kì tâm huyết và hỗ trợ sinh viên ở mức tối đa. Mình cũng đã đi làm và cảm thấy tự tin với kiến thức mình có được.",POS
"Về hoạt động NCKH mình cũng đã tham gia ở cấp khoa, hoạt động nè thì chủ yếu các bạn SV sẽ chủ động liên hệ giảng viên để được hướng dẫn, mỗi khoa sẽ có một hội đồng nckh riêng, ngoài ra thì nếu có nguyện vọng được lên báo hay tham gia các hội thảo nckh thì sinh viên hoàn toàn có thể trao đổi với gv để được hỗ trợ.",POS
"Paper: https://tapchi.ftu.edu.vn/c%C3%A1c-s%E1%BB%91-t%E1%BA%A1p-ch%C3%AD-qu%E1%BA%A3n-l%C3%BD-ktqt/237-t%E1%BA%A1p-ch%C3%AD-qu%E1%BA%A3n-l%C3%BD-v%C3%A0-kinh-t%E1%BA%BF-qu%E1%BB%91c-t%E1%BA%BF-s%E1%BB%91-147/1878-m%E1%BB%91i-quan-h%E1%BB%87-gi%E1%BB%AFa-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-c%E1%BA%A3m-nh%E1%BA%ADn,-sm-wom,-h%C3%ACnh-%E1%BA%A3nh-th%C6%B0%C6%A1ng-hi%E1%BB%87u-v%C3%A0-li%C3%AAn-t%C6%B0%E1%BB%9Fng-th%C6%B0%C6%A1ng-hi%E1%BB%87u-tr%C3%AAn-ph%C6%B0%C6%A1ng-ti%E1%BB%87n-truy%E1%BB%81n-th%C3%B4ng-x%C3%A3-h%E1%BB%99i-t%E1%BA%A1i-vi%E1%BB%87t-nam.html",POS
"2. Vốn dĩ Ptit là Học viện Công nghệ, thì yếu tố công nghệ luôn được ưu tiên, tuy nhiên, Mkt Ptit luôn rất cố gắng update và sát sao với chất lượng bài giảng đi đôi với sự nỗ lực của sinh viên. Mkt Ptit thiên nhiều về Digital, không thể đánh giá so sánh chủ quan với các trường khác được, ai lại so sánh giữa nơi thiên về công nghệ với các nơi thiên về kinh tế đúng không nào?",POS
"Đây là một khóa luận tốt nghiệp của một bạn sv MKT PTIT nhé bạn, kết quả là 1 bài báo khoa học đăng ở tạp chí khá uy tín của trường FTU.",POS
Nguyen Thi Thuy Linh Vinh Bùi,NEU
"Các thầy cô luôn luôn happy về nckh và đặc biệt viết báo chỉ là mức chất lượng nckh của sinh viên đó có đủ chất xám hay khác biệt với những bài đã xảy ra không ? Như bạn muốn đi nước ngoài ít nhất cũng có 1 bài Q1 thì bạn đảm bảo là bạn có sự nhiệt huyết và học hỏi chủ động với thầy cô để đưa ý tưởng hoặc ngược lại cùng thực hiện không chứ còn đại học tỷ lệ cao tự học, lại MKT thì đòi hỏi linh hoạt va chạm ngoài và quan sát nhiều mới đưa ra đề tài để nckh và khi có rồi muốn viết Q1 thì cũng bảo vệ trước hội đồng và các source trước đó sự khác nhau sao thì cái này là khoa học nên nói chuyện bằng khoa học và sự cải tiến hoặc khác biệt. Còn nckh là tách riêng các khoa nhé chỉ là các nckh của các bạn hầu như cấp trường ít lên nổi báo.",POS
"3. Sinh viên trường nào, khoa nào cũng sẽ có sự ưu ái nhất định với khoa, với trường mình đang học thôi. Tuy nhiên, xét trên cương vị của một đứa lực chiến bình thường như mình thì đây là nơi nên thử sức. Mình thích cái cách được thầy cô ở Viện truyền cảm hứng và đào tạo kiến thức, nhiệt huyết và tận tâm, trường cũng có cuộc thi cho Mar luôn, cần cọ xát cũng ổn áp.",POS
"1. NCKH của Mkt sẽ là riêng, tuỳ thuộc vào chất lượng của bài làm và đăng kí từ lúc chọn đề tài là đăng báo hay không để người tham gia cân nhắc nhé. Đề tài có được đánh giá cao hay không dựa rất nhiều vào năng lực người làm, không quy chung lại tất cả các yếu tố. Việc xác định tư duy làm ngay từ đầu và liên hệ đúng giảng viên hướng dẫn sẽ giúp bài NCKH được đánh giá tốt hơn rất nhiều.",NEU
Thanh Ngọc,NEU
Hehe. Học mkt tại ptit cũng có nhé,POS
"2k8 thì bình tĩnh đã, sợ còn quay xe nhiều lần đấy",POS
Còn kì đông vẫn kịp chill chill,POS
kì đông còn kịp mà bạn,POS
công nghệ kĩ thuật điện điện tử,POS
Thu Hoài Thu Hà zai trường các em v đó cgai ngta mở chủ đề r mà z,NEG
Yến Nhi chắc gì đã là trai PTIT real nhỉ :)),NEU
Hồng Quang thằng này nói cả ngày này cậu,NEG
Công nghệ thông tin,POS
Hoàng A.Đức minh quen nhau qua valor a,NEU
Chuẩn luôn cntt,POS
b tớ Phạm Đình Quý gì cũng biết cậu oi đặc biệt là đang rất cần ng tâm sự :))),POS
Hoàng Khởi bro lam gi ma de ngta dang len ca cfs the nay =)),NEU
Vũ Huy thật tốt khi xung quanh toàn máy nói :)),NEU
"Đinh Diệp Anh bằng đh vẫn cấp lại được tại hành chính công của tỉnh, mang theo cccd và bản photo cccd. Bằng cấp lại có chữ bản sao và giá trị ngang bằng với bản gốc.",NEU
Kien Nguyen cần j mà phải gọi?tra cái mã số trên bằng là ra à,NEG
"Thanh Phương Đoàn tôi học NEU ra chưa 1 lần dùng bằng cấp, chỗ làm thời sinh viên tuyển làm luôn, nên hồ sơ vẫn là kiểu sơ yếu lý lịch căn cước như thời sinh viên đi làm thêm lưu ở công ty.",NEG
Bằng tốt nghiệp chỉ cấp 1 lần và không cấp lại nhé!,NEG
Nguyễn Văn Tiến thì hồ sơ vẫn có mà bạn quan trọng là người thật hồ sơ thật chỉ có cái bằng fake thôi :))),NEG
Zolo bạn lấy số seri ở đâu để in vào bằng vậy,NEU
Nguyễn Văn Tiến tem chống hàng giả còn làm giả được đấy,NEU
"Thuy Phan tới cái biên lai thu tiền học hỏi tiêủ học mà Ba mình còn giữ lại cho mình luôn á, bằng gì cấp 1, 2, 3, ĐH hay bằng nghề tin học, Quốc Phòng gì cũng ép nhựa cứng lại cất giữ rất kĩ. Giấy khen mỗi năm Ba cũng ép lại cất kĩ luôn",POS
Tr Lin cty của t họ gọi điện về trường để check bằng kìa bạn.,NEG
Zolo mắc gì làm vậy! Liên hệ trường cấp lại thôi.,NEG
Zolo bóc lịch như chơi,NEU
"Xe Máy Hà Phương làm bằng lái giả là mình không có hồ sơ gốc, không đi học, không biết học khóa nào, thông tin ảo.Còn đây người ta đi học thật, thi thật, hồ sơ gốc ở trường đầy đủ, thông tin lưu ở trường có hết, được cấp bằng thật 1 lần rồi, giờ bị mối ăn đi fake lại như kiểu hồi sinh lại tấm bằng đó thôi, đúng thông tin như bản gốc là dc",NEG
"Nguyễn Văn Tiến thông tin gì bạn, tôi có làm bằng giả đâu, tôi là người đi check thế thôi, còn giờ t làm cái bằng giả tên thông tin các thứ giống bằng thật của tôi rồi đem đi công chứng, đấu thầu hay tuyển dụng bạn check kiểu gì?",NEG
Giá trị pháp lý như nhau.,POS
"Tr Lin quan trọng là khi đủ lớn , có vị trí thì sẽ có ktra cẩn thận hơn",NEU
Yến Triệu Đi du học khi nộp bằng tn cho có thôi... còn phải xin giấy chứng thực tốt nghiệp nữa bạn.. mà chứng thực đó là của bộ công an cấp.. chứ không còn là trường cấp nữa. H việt nam làm khét lắm.. chắc do tệ nạn bằng giả nhiều.,NEG
"Có ảnh chụp 2 mặt thì đi đặt bằng phake , vì quan trọng là có hồ sơ lưu trữ ở trường thì không ai soi cái bằng đúng hay sai cả",NEU
"Zolo các công ty, cơ quan giờ họ làm công văn gửi về trường yêu cầu xác nhận bằng. Phôi giả vẫn là giả, kể cả có thông tin lưu trữ ở trường",NEG
Với mình nó là thước đo cho trình độ của mình(mặc dù chẳng ai bắt mình chứng minh),NEU
Nhật Minh photo công chứng thjf 6 tháng sau là hết hạn rồi bạn,NEG
Lê Hùng bán để làm gì? Tên ko đúng . hồ sơ nó soi với trường ko đúng thì để làm gì?,NEG
Zolo một gợi ý đi vào lòng đất...,NEU
"Viet Anh Huynh mjk k rõ nhưg ca ktra bằng giả ,xog cứ cảm ơn mồm thế là thôi trượt",NEU
Thanh Phương Đoàn tui ép dẻo có sao đâu,NEU
Đi nộp hồ sơ xét visa đi nước ngoài này kia xem huhu,NEU
Trang Anh chẳng bằng nào được cấp lại cả kể cả bằng cấp 2. Cấp lại cũng chỉ bản sao và giấy chứng nhận thôi. Đừng nói không phân biệt được bản sao với bản gốc khác nhau ở đâu nhé,NEG
Kiên Lê mất luôn số hiệu bằng rồi,NEG
Huyền Huyền cấp được phó bản nhé. Bạn hỏi làm trường đi. Ko cấp lại bản chính. Nhưng phó bản thì có,NEG
"Nguyễn An An b vào dịch vụ công làm, không mất đồng nào. Mình mới xin 20 bản, gửi về tận nhà mất 30k tiền vận chuyển thôi",NEU
Quý Nguyễn họ ko giả đâu b,NEU
Nguyễn Văn Tiến nộp thì chỉ cần nộp hồ sơ sao y công chứng là đc. Còn bằng cấp fake thì như rep 1:1 rồi. Xin số seri bằng là đc.,NEG
"Thành Phương bản chính thì chỉ cấp duy nhất 1 lần, bằng nào cubgx thế. Mất xin lại ngta cấp cho nó có thêm chữ bản sao, giá trị y như bản chính. Cấp lại 3 cái bản sao",NEG
Nguyễn Văn Tiến bằng giả nhưng phôi là phôi thật nha. Giả là khi tra ko ra thông tin ấy. Còn tra ra thì là thật,NEG
Mẹ Pep Si vậy mai kia e cũng ép một loạt bằng thôi. Để lâu mối ăn là có thật,NEU
Xỉu Ka chắc là được bạn. Không thì bạn nạp ở đâu thì xin lại nếu không làm việc ở đó nữa,POS
"Nguyễn Văn Tiến bạn cần thông tin gì, thông tin bằng của tôi à :)))",NEU
"Tr Lin hno có vụ thi viên chức,côg an soi ra bằng giả đó b à",NEU
"Hằng Phan Thúy hi dạ, hồi đó e k có đc học mẫu giáo, chứ hông chắc có cất thiệt luoonnquá",POS
Nguyễn Thế với bằng cấp và giấy khai sinh vĩnh viễn.,NEG
"Long Bé giống mình thế, cty gửi công văn sang trường xác nhận thông tin thì vẫn đầy đủ và chuẩn.",POS
Đinh Diệp Anh bản gốc thì k cấp lại đâu cấp lại có chữ bản sao to tổ bố,NEU
"Thanh Phương Đoàn mk ra trườg 10 năm hơn bằg vẫn nguyên như mới,1p ít đụg tới 1p ép plastic r nên k hư đc,b này ra 3 năm mà để bằg ntn thì tắc trách quá",NEG
Duong Nguyen bằng đh mình cũng xin cấp lại được à bác. Tại e cũng bị mất mà xin trường chỉ cấp cho giấy xác nhận tốt nghiệp bằng tờ A4,NEU
Tr Lin bộ hồ sơ xin việc giả bảo vệ cty tui nhìn sơ cái là ra.,NEG
"Thanh Phương Đoàn tui ra trường chân cao chân thấp đi xin việc bị trộm nó trộm mất cái túi trong đó có cái máy tính hỏng và tấm bằng tốt nghiệp, giờ còn mỗi bản PDF là kỷ niệm. Nhiều khi nghĩ lại vẫn cay",NEU
Nguyễn Thế không. Cứ dùng đi. Với những giấy tờ không có thay đổi như bằng tốt nghiệp thì có thể công chứng một lần để dùng mãi sau này.,NEG
Kiên Lê vậy b thử đi làm bằng lái xe giả và mang cho các a c.a check,NEU
"Bằng cấp vẫn mới nguyên, vẫn được mình trân trọng để ở túi clear trong két bạc, chưa 1 lần mở ra coi từ khi nhận bằng.",POS
"Lê Đức Tâm Thôi, để giải đáp thắc mắc của bạn thì bạn gửi thông tin của bạn cho tôi, tôi giúp bạn giải đáp :)))",POS
"Nguyễn Văn Tiến có ông chán thì đúng. Họ bảo ông kiểm tra hộ họ đấy là thật hay giả thì ông cứ trả lời họ đi, loằng ngoằng lâu quá.",NEG
Mỹ Thúy Đây lên tận trường rõ khổ,NEG
"Bi Beo tới lúc đường dây làm bằng bị phát hiện thì án ở trên đầu, lúc đó hối hận k kịp bác nhỉ",NEG
Zolo sử dụng bằng giả thì lỡ bị kẻ ganh ghét nó phát hiện ra thì đi tò nhé,NEG
Sun Tiny cấp lại bản sao hoặc trích lục,NEU
"Thanh Phương Đoàn Này đúng nè, mình phải lấy bằng và hình tốt nghiệp ra con mình nó mới chịu tin đó",NEU
"Zolo về trường trích lục thôi, chứ có gì đâu. Cầm cái giả đi mà công chứng.",NEG
Yến Triệu cái chứng nhận tốt nghiệp... nói chung có hiệu lực về mặt pháp lý ở vn... giả sử mất hỏng bằng tn vẫn về trường xin lại giấy chứng nhận. xác nhận tn để thay thế bằng dc mà. còn cái giấy mh nói cmt bộ công án cấp là chứng thực.. naric cái này chủ yếu phục vụ khi học tiếp từ vn qua nc ngoài.,NEG
Nguyễn Văn Tiến quan trọng là có trên cơ sở dữ liệu của trường,POS
Thanh Phương Đoàn giốnh mình bằng cấp giấy tờ quan trọng luôn ép xong để túi clear nhìn vẫn như mới,NEG
"Thực ra khi làm nhà nước mới cần bằng cấp, còn làm tư thì họ quyết định nhận khi phỏng vấn và những thứ mình làm khi thử việc cơ.",NEG
"Nguyễn Mạnh vâng, cấp bản sao thôi còn không cấp lại 1 bản gốc nữa ấy ạ.",POS
Trần Hữu Hóa ép xong k đi công chứng được vì ngji bằng giả nhé. Xong nếu bóc ra còn bị bay hết thông tin vì lâu ngày nó dính vào miếng nhựa,NEG
Bên nc ngoài. ví dụ nhật.. nhiều việc đưa bằng nó không chịu... yêu cầu về trường xin giấy cn tn. xác nhận tn..,NEG
"Lê Mạnh Tiến nói sinh não ra là thừa cũng ko sai,",NEG
Thanh Phương Đoàn mình ép plastic cất tủ,NEU
Phuong Oanh bạn mang cccd lên hành chính công của tỉnh là đc,POS
Zolo được,NEU
"Thanh Phương Đoàn ép cứng thì khi kiểm tra dấu giáp lai, mộc đỏ hay scan lưu trữ thì nó sẽ thành nhược điểm đó bạn… do bạn không để ý chứ khi nộp bằng sẽ có 1 số nơi check bằng giả hay thật bằng cách nhìn dấu giáp lai nên bạn ép cứng thì dấu trở nên vô hiệu rồi…",NEG
Nguyễn An An ngu,NEU
Mỹ Thúy bạn ơi. Check ib mình nhờ 1 xíu ạ,POS
Tr Lin đã dùng dấu mộc giả thì ng ta soi ra luôn vì ô làm giả có biết điểm đánh dấu của dấu thật đâu mà làm theo,NEU
"Nguyễn Văn Tiến có nhiều cmt phản bác ô nhưng t thấy ô đúng, có thể chưa bị phát hiện nhưng khi dây làm bằng bị phát hiện thì chắc chắn vướng vòng lao lý, chỉ nghĩ check ra k ai để ý thì toang ngay. Lúc đó sự nghiệp tan hoang, mà còn án tù treo trên đầu",NEG
"Y chang mình, chỉ xin dc giấy đã tốt nghiệp trg thôi, k xin lại dc bằng",POS
Trần Văn Cẩn đọc cho kĩ.,NEU
"Nguyễn Văn Tiến vấn đề là bạn làm sao biết nó là giả, giả phôi chứ k phải là ma hồ sơ, tức là mọi thông tin trên cái bằng đấy là thật, người học thật thi thật cấp bằng thật, thì ai còn quan tâm cái phôi đấy có phải là thật hay k?",NEG
Sun Tiny ko biết đừng nói linh tinh b nhé. Bằng nào cũng cấp lại hết,NEG
"Nguyễn Văn Tiến Phôi dễ mà bác, quan trọng là thông tin lưu ở trường thôi. Bác học thật thì lo gì người ta không soi cái bằng đâu bác, họ gọi về trường hỏi thôi, bác tốt nghiệp thật thì lo gì",NEU
Zolo đi sao y họ cũng soi dc chứng chỉ giả á b. Mình có gặp trường hợp mang đi sao y và bị từ chối á,NEG
"Nguyễn Huyền giấy CN Giải nhất ""Bé khoẻ bé ngoan"" của con gái mình vẫn cất trong két(27 năm), hôm bữa vừa mang ra cho cháu ngoại xem.",NEU
Đinh Diệp Anh đại học thì n cấp lại cho cái chứng nhận tốt nghiệp dùng thay thế bằng gốc bị mất. Nếu bên nào nghi ngờ thì còn phải về truoenfg xin thêm xác nhận của truoenfg nộp cùng hồ sơ nữa. Nói chung n hơi lằng nhằng nhưng vẫn dùng đc. Vì giấy tờ cất cẩn thận nhưng mối nọt thì hên xui,NEG
( bằng giống như kỉ niệm chương.. đẹp hơn),POS
"Duong Nguyen Sở k làm đâu nhé. Bây giờ nta chuyển hết về hành chính công rồi, mình làm mình lại k rõ sao",NEG
Bim Extensions đố b cầm gcn đi thi bc đấy,NEG
Huyền Huyền c ơi. E có nhắn hỏi c ý. C check ib giúp e nha,NEU
"Sun Tiny Xin cấp lại đc bản sao, bạn đến trường xin cấp lại 4-5 bản sao, đủ dùng cả đời rồi",NEG
Nguyễn Văn Tiến đây mất bằng dùng bằng fake hơn 10 năm nay vẫn đi xin dấu bình thường. mua có 1 triệu đỡ đi làm lại loằng ngoằng,NEG
"Nguyễn Văn Tiến bằng giả hay bằng thật nó ko nằm ở tờ giấy, mà nó nằm ở chổ bạn có đến trường hay ko?",NEU
"Trần Hữu Hóa bỏ vào bìa nhựa cứng, đóng kín mối k lọt vô là đc r",NEU
Nguyễn An An không biết cách thì đúng khổ thật ạ,NEG
Zolo bạn đùa tui à sao lại k ai soi hic,NEU
"Lê Đức Tâm Còn tôi nói rồi, nếu bạn làm giấy tờ theo phương pháp đấy thì không án treo hoặc đi tù, tôi làm con bạn, gọi bạn bằng bố. Bạn cứ để cmt xóa làm gì",NEG
Kiên Lê ẩu rồi ông ơi. Ra công chứng nta vẫn phát hiện ra thôi.,NEG
"Võ Phúc Tứ thì có hình chụp thì in dô hoi, t có chụp bằng nè, thông tin thấy rõ đầy đủ hết",NEG
"Hoang Hong Diep có bạn, mình lạc mất bằng ĐH, xin lại họ cấp cho bản sao nè",POS
"Lâm Phúc uh toàn bộ luôn, mình phải làm từ giấy ks đến cmnd rồi bằng c3, bằng dh, lúc đó bị tngt mất sạch giấy tờ",NEG
Thanh Phương Đoàn không được ép b nhé. Các loại giấy tờ được cấp như nào nên giữ nguyên hiện trạng. Ép rồi khác gì ảnh đâu . Mình đã lỡ ép rồi mới tìm hiểu may mà từ đó tới giờ cũng không dùng gì tới bằng nữa.,NEG
"Ngọc Phượng Mình còn lôi hết các loại chứng chỉ, bằng tốt nghiệp, giấy kết hôn, giấy khai sinh của con ra đi ép cứng hết",NEG
